,id,text,label,jav
1267,1267,"Karyanipun ingkang sepindhah inggih punika buku karya filsuf Romawi Seneca, De clementia, ingkang dipunkomentari kanthi manthes. ","Terbitannya yang pertama adalah sebuah edisi dari buku karya filsuf Romawi Seneca, De clementia, yang diberinya komentar mendalam. ","Karya pertama yaiku Kitab Philosophers Romawi, Seneca, De Clamentia, sing dikenal kanthi Manches."
1268,1268,"Ing tengahing perang sadhèrèk, Présidhèn Abraham Lincoln ngedalaken Proklamasi Pambébasan ingkang ngéwahi kagesangan kathah tiyang ing Amérika. ","Pada pertengahan perang saudara, Presiden Abraham Lincoln mengeluarkan Proklamasi Pembebasan yang mengubah hajat hidup orang banyak di Amerika. ","Ing tengah-tengah perang, Presiden Abraham Lincoln promosi deklarasi gabungan sing ngganti urip akeh wong ing Amerika."
1269,1269,Kawabata séda bunuh dhiri nalika taun 1972 kanthi racun saking gas. ,Kawabata meninggal bunuh diri pada tahun 1972 dengan cara meracuni dirinya dengan gas. ,Runtuhan sing mbebayani tilar donya ing taun 1972 kanthi racun saka gas.
1270,1270,"Sadanguning Perang Agama Perancis, Pertempuran Saint-Denis ingkang dipuntindakaken antawisipun Katolik lan Protèstan tanggal 10 November 1567. ","Selama Perang Agama Prancis, Pertempuran Saint-Denis dilakukan antara Katolik dan Protestan pada 10 November 1567. ","Sajrone jaminan Prancis, perang Denis diadegake ing antarane Katulik lan Protes tanggal 10 November 1567."
1271,1271,"Ing Amerika Serikat, lagu iki awalé muncak ing nomer 9 ing taun 1976. ","Di Amerika Serikat, lagu ini awalnya memuncak di nomor 9 pada tahun 1976. ","Ing Amerika Serikat, iki minangka wiwitan dexing nomer 9 ing taun 1976."
1272,1272,Manawi mlebet punika gratis. ,Biaya masuknya gratis. ,Yen sampeyan ngetik gratis.
1273,1273,Musiyum ingkang dipunbikak saking taun 1988 punika nedahaken akomodasi profésional nalika masa Georgian. ,Museum yang dibuka tahun 1988 ini memperlihatkan akomodasi profesional masa Georgian. ,Musikum dibukak wiwit taun 1988 nuduhake akomodasi profesional sajrone Georgia.
1274,1274,Drama televisi Majisuka Gakuen di TV Tokyo kang wiwit ditayangaké 12 Fèbruari 2010 ya iku pengalaman pertaman anggoné berakting. ,Drama televisi Majisuka Gakuen di TV Tokyo yang mulai ditayangkan 12 Februari 2010 adalah pengalaman pertamanya berakting. ,"Drama televisi Gakuya ing tok Tokyo tv kaya sampeyan butuh 12 Februari 2010 Ya, iku pengalaman sing wicaksana minangka pengalaman."
1275,1275,"Ing wiwitan taun 1984, Hasyim diwawancarai majalah Prancis, Paris Match. ","Di awal tahun 1984, Hasjim diwawancarai majalah Prancis Paris Match. ","Ing wiwitan taun 1984, Hashim wawancara karo majalah Paris Prancis."
1276,1276,Edelman menangaken Penghargaan Nobel ing babagan Fisiologi utawi Kedhokteran ing taun 1972 kanggé karyanipun babagan sistem kekebalan sesarengan kaliyan Rodney Robert Porter. ,Edelman memenangkan Penghargaan Nobel dalam Fisiologi atau Kedokteran pada tahun 1972 untuk karyanya pada sistem kekebalan bersama Rodney Robert Porter. ,Edelman menang ganjaran Fisiologi Nobel utawa obat-obatan ing taun 1972 amarga sistem ala dheweke karo Rodney Robert Porter.
1277,1277,Jinis tetuwuhan ngembang diprakiraaké watara 250.000 tekan 400.000 kang bisa diklumpokaké nganti paling sithik 402 suku (dhedhasar taksiran ing Sistem APG II). ,Jenis tumbuhan berbunga diperkirakan berkisar antara 250.000 hingga 400.000 yang dapat dikelompokkan hingga paling sedikit 402 suku (berdasarkan taksiran dalam Sistem APG II). ,"Jinis-jinis wutah sing tuwuh kanthi nggunakake udakara 250,000 nganti 400.000 bisa diklasifikasikake nganti paling sethithik 402 tes (basis sistem apg)."
1278,1278,Ing taun 1805 piyambakipun nggantos Arthur Young minangka Sekretaris Smithfield Club. ,"Tahun 1805, ia menggantikan Arthur Young sebagai Sekretaris Smithfield Club. ","Ing taun 1805, dheweke sukses ing Arthur Young minangka Sekretaris Smithfield Club Club."
1279,1279,"Ing jaman modhèren, panemon indhepèndhen dumadi nalika awal abad angka 17 ing Jepang déning matématikawan kaya déné Seki Kowa. ","Pada zaman modern, penemuan independen terjadi pada awal abad ke-17 di Jepang oleh matematikawan seperti Seki Kowa. ","Ing wektu sing andhap asor, penemuan cahya dumadi ing wiwitan abad kaping-16 ing Jepang dening matématikawan kaya kowa."
1280,1280,Pratélan pulo ing Indonesia Kabupatèn Rembang Promo Jateng Koran Tempo:Belasan Pulau Terancam Tenggelam ,Daftar pulau di Indonesia Kabupaten Rembang Promo Jateng Koran Tempo:Belasan Pulau Terancam Tenggelam ,Promo ing Indonesia Cabai
1281,1281,Ing menara ana bangunan Kutha Sikil (Foot Town) kang nduwèni limang lantai. ,Di bawah menara terdapat bangunan Kota Kaki (Foot Town) yang berlantai lima. ,Menara Bangunan Kutha (Kutha Kaki) duwe limang lantai.
1282,1282,"Ing taun ingkang sami, Sir Joseph Wilson Swan ugi nyiptaaken lampu pijar ingkang saged bertahan selama 13,5 jam. ","Pada tahun yang sama, Sir Joseph Wilson Swan juga menciptakan lampu pijar yang dapat bertahan selama 13,5 jam. ","Ing taun sing padha, Joseph Wilson Swa uga nggawe cahya pengganti sing bisa suwene 13,5 jam."
1283,1283,"Tahun 2006, maskapé iki durng ngerteni spekulasi yèn Virgin Atlantic siyap kanggo nglakokaké pembayaran kanggo pengambilan alih penuh BMI, sanajan Sir Richard Branson ngomong saca bola-bali nalika wawancara radio yèn pergabungan semacam iku bisa dadi pergerakan bisnis kanthi logis . ","Tahun 2006, maskapai ini belum mengetahui spekulasi bahwa Virgin Atlantic bersiap untuk melakukan pembayaran untuk pengambilan alih penuh BMI, walaupun Sir Richard Branson berkata secara berulang pada wawancara radio bahwa pergabungan semacam it dapat menjadi pergerakan bisnis secara logis. ","Ing taun 2006, spekulasi nyatakake Atlantik siap nggawe pambayaran BMI, sanajan saka Sir Richard BMI sajrone wawancara radio sing bisnis sing solid bisa uga logis."
1284,1284,"PT Asean Acèh Fertilizer (60%) ing Lhokseumawe, Acèh, lagi diproses likuidasi. ","PT ASEAN Aceh Fertilizer (60%) di Lhokseumawe, Aceh, sedang dalam proses likuidasi. ","Pt asean accesse pupuk (60%) ing lhokseumawe, bugon, bubar bubar."
1285,1285,Tabungan Berhadiah Ganda (Tanda)-Tabungan minangka promo bebungah-bebungah lan diundi saben sasi utawa atuana ing Bank OCBC NISP. ,Tabungan Berhadiah Ganda (Tanda) - Tabungan dengan promo hadiah-hadiah yang menarik dari Bank OCBC NISP. ,Minyak Panyimpen Walanda (tandha) -TeVei minangka hadiah lan departemen praktik utawa ACHANCHANT ing bank ocbc nisp.
1286,1286,Cosplayer ya iku wong kang gunakaké pakaian/kostum/cosplay. ,Cosplayer adalah orang yang mengenakan pakaian/kostum/cosplay. ,Cosplayer minangka wong sing nganggo sandhangan / kostum / cosplay.
1287,1287,"Asilé, film iki rampung nganggo durasi 2 jam 49 menit. ","Hasilnya, film ini berakhir dengan durasi selama 2 jam 49 menit. ","Akibaté, film kasebut ditindakake sajrone 2 jam 49 menit."
1288,1288,"Tahun 1973 pentas ing benua Eropa antarané Swiss, Jerman, Denmark, lan Belanda (dijurung déning Duta Besar Indonesia ing Belanda, Sutopo Yuwono). ","Tahun 1973 tampil di benua Eropa antara lain Swiss, Jerman, Denmark, dan Belanda (bersama Duta Besar Indonesia untuk Belanda, Sutopo Yuwono). ","Ing taun 1973 ngetrapake bawana Eropa ing antarane Swiss, Jerman, Denmark, lan Tuther (dipersenake dening duta besar Indonesia ing Walanda, Sutopo Juwono)."
1289,1289,"The Washington Post nyathet yèn ing taun iku Brosnan ""bisa ndadèkaké James Bond nom."" ","The Washington Post mencatat bahwa pada tahun yang sama Brosnan ""bisa membuatnya sebagai James Bond muda."" ","Washington Post nyatakake yen taun iki Broynan ""bisa nawakake Yakobus enom enom."""
1290,1290,"Bozizé miyos wonten ing Gabon lan nglampahi pendidikan kanggé perwira militèr wonten ing provinsi Bouar, Afrika Tengah lan dados kapten taun 1975. ","Bozizé dilahirkan di Gabon dan menempuh pendidikan untuk perwira militer di provinsi Bouar, Afrika Tengah dan menjadi kapten pada 1975. ",Bozizé lair ing Gabon lan ngentekake pendhidhikan kanggo pejabat militer ing wilayah lan kapten tengah taun 1975.
1291,1291,Désain Tu-144 kathah asalipun saking studi bomber Tu-125 lan Tu-135. ,Desain Tu-144 kebanyakan berasal dari studi bomber Tu-125 dan Tu-135. ,Village T-144 umume saka pasinaon bom-135 lan tu-135.
1292,1292,"Tuladhané kaya ta, spésies dinosaurus Tyrannosaurus rex ana kira-kira 65 Ma (65 yuta taun) biyèn. ","Sebagai contoh, spesies dinosaurus Tyrannosaurus rex ada sekitar 65 Ma (65 juta tahun) yang lalu. ","Contone, kayata Tarannosaur Tyrannosaurus Rex udakara 65 ma (65 yuta taun."
1293,1293,"Ing Indonésia, glukosamin bisa dijupuk langsung saka suplemen panganan komersial utawa ombènan susu tersuplementasi. ","Di Indonesia, glukosamin dapat diperoleh dari langsung dari suplemen makanan komersial atau minuman susu tersuplementasi. ","Ing Indonesia, glukosamine bisa dijupuk langsung saka suplemen panganan komersial utawa cowboy susu texullemental."
1294,1294,"Fitch's maringi peringkat dateng perusahaan dhedhasar skala wiwit saking ""AAA"" ngantos""D"", skala punika wiwit dipun-ginakaken ing taun 1924 ingkang lajeng dipungatos ugi déning S&P. Moody's also uses a similar scale, but names the categories differently. ","Fitch's memberikan peringkat kepada perusahaan berdasarkan skala mulai dari ""AAA"" hingga ""D"", skala ini pertama kalinya dipergunakan pada tahun 1924 yang kemudian digunakan pula oleh S&P. Moody's also uses a similar scale, but names the categories differently. ","Sudhut perusahaan kasebut terus saka ""AAA"" menyang ""D"", skala wiwit digunakake ing taun 1924 sing uga digunakake dening S & P. ​​Moody uga nggunakake ukuran sing padha."
1295,1295,"Sarangipun kalebet salah satunggaling sarang ingkang paling rumit, wonten ing basa Inggris dipunsebut ""weaver bird"" ateges manuk penganyam. ","Sarangnya merupakan salah satu yang paling rumit, dalam bahasa Inggris disebut ""weaver bird"" berarti burung penganyam. ","Safety minangka salah sawijining sarang sing paling rumit, ing basa Inggris diarani ""Tenaga Manuk"" tegese manuk."
1296,1296,"Resolusi PBB bisa diklompokaké dadi resolusi substantif lan prosedural, utawa diklompokaké miturut badan penerbité ya iku Resolusi Sidang Umum lan Resolusi Dewan Keamanan. ","Resolusi PBB dapat dikelompokkan menjadi resolusi substantif atau prosedural atau sesuai badan penerbitnya, antara lain Resolusi Sidang Umum, Resolusi Dewan Keamanan dan Resolusi Dewan HAM. ","Résolusi sing ora bisa diklompokake dadi resolusi lan prosedur sing substantif, utawa disusun ing ngisor mayit publikasi amarga resolusi uji coba umum lan resolusi Dewan Keamanan."
1297,1297,"Pamenang The Master mangsa 2 Pamegang rekor ngadeg sajeroning 20 jam ing ndhuwur tower kanthi ndhuwur 20 mèter, sak Indonésia Book Record. ","Pemenang The Master musim 2 Pemegang rekor berdiri selama 20 jam di atas tower ketinggian 20 meter, dari Indonesia Book Record. ","Musim musim salju 2 nolak kanggo ngadeg ing 20 jam ing ndhuwur menara kanthi 20 meter paling ndhuwur 20 meter, sajrone rekaman buku Indonesia."
1298,1298,Federasi iki ana nganti taun 1954. ,Federasi ini ada sampai tahun 1954. ,Federasi nganti 1954.
1299,1299,"Saking pernikahanipun kaliyan dengan Lily Istiarti, piyambakipun [ikoleh enem orang anak ingkang pinten-pinten ing antawisipun ndhèrèk jejakipun minangka dados aktor, kalebet Tino Karno, Rano Karno, lan Suti Karno. ","Dari pernikahannya dengan Lily Istiarti, ia memperoleh enam orang anak yang beberapa di antaranya mengikuti jejaknya sebagai aktor, termasuk Tino Karno, Rano Karno, dan Suti Karno. ","Saka seni kanthi lily karo inti, dheweke [nyepelake enem bocah ana sawetara detik minangka aktor, kalebu cantasi, karakter Rano."
1300,1300,Karbon-14 kanthi kasinambungan diasilaké déning sinar kosmik ing atmosfèr. ,Karbon-14 secara berkesinambungan dihasilkan oleh sinar kosmik di atmosfer. ,Karbon-14 diselarasake kanthi nggunakake sinar kosmis ing swasana.
1301,1301,Barcelona lan Malaga bakal kagandhèng ing taun 2007. ,Barcelona dan Malaga akan terhubung pada 2007. ,Barcelona lan Malaga bakal digandhengake ing taun 2007.
1302,1302,Nalika taun 1910 piyambakipun mandhapaken ukum radiasi Planck kanthi migunakaken cara ingkang dipunakoni Max Planck langkung prasaja tinimbang caranipun piyambak. ,Pada 1910 ia menurunkan hukum radiasi Planck dengan menggunakan cara yang diakui Max Planck lebih sederhana daripada caranya. ,"Ing taun 1910, dheweke entuk rencana radiasi plancongan nggunakake cara maksimal maksimal saka awake dhewe."
1303,1303,Naskah asli saged dipuntingali ing Jewish Encyclopedia website. ,Naskah asli dapat dilihat di Jewish Encyclopedia website. ,Manuskrip asli bisa ditemokake ing situs web Ensiklopedia Yahudi.
1304,1304,Samurai ingkang bertugas ing han dipunsebat hanshi. ,Samurai yang bertugas di wilayah han disebut hanshi. ,Sampera minangka Hanhi Han -Shaped.
1305,1305,Ana tanggal naas lan bangas síng perlu disirík. ,Kenaikan kronisme tersebut perlu diperhatikan. ,Ana naas lan tanggal sing larut.
1306,1306,"Mereka uga bergabung karo Mate Delic, sing dadi semifinalis ing Paris lan perempatfinalis ing Roehampton. ","Mereka juga bergabung dengan Mate Delic, yang menjadi semifinalis di Paris dan perempatfinalis di Roehampton. ","Dheweke uga melu ing pasangan sing wis, yaiku semifineline ing Paris lan pereatfinisis ing Roehampton."
1307,1307,Bareng karo Johnny Depp dhèwèké kaloron maen filem semi-biografi panulis drama J.M. Barrie ing Finding Neverland. ,Bersama Johnny Depp mereka memainkan film semi-biografi penulis drama J.M. Barrie dalam Finding Neverland. ,Bebarengan karo Johnny Depp dheweke ngungkapake biografi sebagean biografi J.M. Barrie ing Everland ditemokake.
1308,1308,Melalui Google Video. ,Google Buku. ,Liwat Video Google.
1309,1309,"Avionik kang total nyatu nggawé pesawat iki mampu di ""program"". ","Avionik yang total menyatu membuat pesawat ini mampu di ""program"". ","Avionic jumlah pesawat sing bisa ""program""."
1310,1310,"Kaisar Konoe maringaken sadaya katresnanipun marang Tamamo-no-Mae dumugi ing sawijining dinten, kaisar gerah ingkang misterius. ","Kaisar Konoe mencurahkan semua cintanya kepada Tamamo-no-Mae hingga pada suatu waktu, kaisar tiba-tiba jatuh sakit secara misterius. ","Kaisar Konae disetujoni kabeh tresnane Tamamo-no-mae sedina, penyakit sing misterius."
1311,1311,"Box Office India ndeklarasikake filem mau minangka sawijining ""Super hit"" ing India. ","Box Office India mendeklarasikan film tersebut sebagai sebuah ""Super hit"" di India. ","Kothak India nggambarake film minangka ""super hit"" ing India."
1312,1312,Perusahaan iki ngintukna akèh macem produk telekomunikasi. ,Perusahaan ini memproduksi berbagai macam produk-produk telekomunikasi. ,Perusahaan kasebut nyatakake akeh produk telekomunikasi.
1313,1313,"Jeneng ngèlmiahé ya iku Channa striata (Bloch, 1793). ","Nama ilmiahnya adalah Channa striata (Bloch, 1793). ","Jeneng keunggulan yaiku Channa Striata (Bloch, 1793)."
1314,1314,"Ing antawisipun para déwa, Ares punika ingkang paling boten dipunpitadosi. ","Di antara para dewa, Ares adalah yang paling tidak dipercaya. ","Antarane dewa, dheweke paling kadhaptar."
1315,1315,Ukuran Chicago saiki-± 762 mil2 (1.973 km2)-ngrembaka saka pos perdagangan ing kéné déning John Kinzie taun 1796. ,Ukuran Chicago kini-± 762 mil2 (1.973 km2)-berkembang dari pos perdagangan di sini oleh John Kinzie pada 1796. ,Ukuran Chicago saiki - ± 762 Mil2 (1.973 km2) - saiki saka postingan perdagangan ing kene dening John Kinzie ing taun 1796.
1316,1316,Ibu kithanipun inggih punika Magas. ,Dia juga berani bermain keras. ,Ibune Mam.
1317,1317,"Wonten ing Bank Dunia, piyambakipun njabat minangka Wakil Ketua Senior lan Ekonom Kepala (1997 - 2000), sadéréngipun dipunpaksa mandheg déning Treasury Secretary, Lawrence Summers. ","Di Bank Dunia, ia menjabat sebagai Wakil Ketua Senior dan Ekonom Kepala (1997 - 2000), sebelum akhirnya dipaksa berhenti oleh Treasury Secretary, Lawrence Summers. ","Ing bank jagad, dheweke dadi kepala pimpinan Yahudi lan kepala ekonomi (1997 - 2000), sadurunge terus mandheg dening Sekretaris Perbendaharaan, Summar Lawrence."
1318,1318,"Tèks ing Wikisumber: Cithakan:Cite CAB ""article name needed"". ","Karya di Wikisource: Templat:Cite CAB ""perlu nama artikel "". ","Teks ing Wikis Sumber: Cithakan: Cite: Cibe Cab ""."
1319,1319,Banjur filsuf Inggris Francis Bacon ing awal abad kaping 17 nganggo tembung iki ing teges modhèren. ,Lalu filsuf Inggris Francis Bacon pada awal abad ke-17 memakai kata ini pada arti modern. ,Banjur Francis Bacon British Pilsu ing abad awal-wiwitan kanthi tembung iki ing pangerten modal.
1320,1320,Dokumen-dhokumèn informasi punika dipunsimpen utawi dipundamel kaliyan format HTML (Hypertext Markup Language). ,Dokumen-dokumen informasi ini disimpan atau dibuat dengan format HTML (Hypertext Markup Language). ,Dokumen informasi digawe ing format HTML (basa Markup hiperteks).
1321,1321,"Nganti Dhésèmber 2014, saham PT Mega Mandiri Mantap pandhuwe PT Internux wis diakuisisi déning First Media sagunggung 69,04% lumantar tahapan transaksi kaya ta ngonversi piutang perseroan ing MMM sagunggung RP. ","Hingga Desember 2014, saham PT Mitra Mandiri Mantap pemilik PT Internux telah diakuisisi oleh First Media sebanyak 69,04% melalui tahapan transaksi seperti mengkonversi piutang perseroan di MMM senilai RP. ","Ing wulan 2014, saham Mega Mastan Mega Digawe dening Media Postup pisanan 6,04% liwat level transaksi ing mmm ing volume mmm ing mmm ing volume mmm"
1322,1322,Piyambakipun finish wonten ing posisi 9 klasemen umum kanthi raihan 1 pole lan 1 podium. ,Ia finish di posisi 9 klasemen umum dengan raihan satu pole dan satu podium. ,Dheweke rampung ing posisi umum 9 kanthi raid 1 cagak lan 1 podium.
1323,1323,Protein serum total utawa protéin plasma total utawa protéin total ya iku hasil uji laboratorium kang ngukur jumlah protéin ing plasma getih utawa serum getih. ,Protein serum total atau protein plasma total atau protein total adalah hasil uji laboratorium yang mengukur jumlah protein pada plasma darah atau serum darah. ,Jumlah protein serum utawa plasma total plasma utawa protein protein yaiku tes laboratorium sing ngukur jumlah protein ing plasma getih utawa serum getih.
1324,1324,Sharapova wiwit migunaaken rakèt Prince Shark MP nalika turnamèn wau. ,Sharapova mulai menggunakan raket Prince Shark MP pada turnamen tersebut. ,Sharapova wiwit nggunakake Pangeran Paster Pangeran Shark ing mupangat.
1325,1325,"Anne dadi Adipati Wanita, lan Britannia terjun ing krisis anyar kang ngarah ing perang pungkasan Perancis-Britannia. ","Anna kemudian menjadi Adipati Wanita, dan Bretagne terjun ke dalam krisis baru yang mengarah ke perang terakhir Prancis-Bretagne. ","Anne dadi Adipati wanita, lan Britannia mlumpat ing krisis anyar sing nggawa perang Inggris Inggris-Perancis."
1326,1326,Vieira disumpah minangka Présidhèn Guinea-Bissau kang pertama kali dipilih kanthi dhémokratis nalika 29 September 1994. ,Vieira disumpah sebagai Presiden Guinea-Bissau yang pertama kali dipilih secara demokratis pada 29 September 1994. ,Vieira dumadakan dina Minggu minangka presiden Guinea-Bissa-Bissau pisanan Demokrat tanggal 29 September 1994.
