,id,text,label,ind
562,562,"Piyambakipun naté dados Présidhèn Press Foundation of Asia, anggota Dewan Pimpinan International Association for Cultural Freedom (organisasi CIA), lan anggota Fédération Mondial pour le Études sur le Futur. ","Pernah menjadi Presiden Press Foundation of Asia, anggota Dewan Pimpinan International Association for Cultural Freedom (organisasi CIA), dan anggota World Futures Studies Federation. ","Dia adalah presiden Yayasan Pers Asia, anggota Asosiasi Internasional untuk Kebebasan Budaya (Organisasi CIA), dan anggota Federasi Studi Masa Depan Dunia."
563,563,Dhèwèké pemimpin Sri Lanka Freedom Party (SLFP) lan Aliansi Kebebasan Rakyat Bersatu (UPFA) nganti tekan taun 2005. ,Ia memimpin Sri Lanka Freedom Party (SLFP) dan Aliansi Kebebasan Rakyat Bersatu (UPFA) hingga berakhirnya tahun 2005. ,Dia memimpin Partai Kebebasan Sri Lanka (SLFP) dan United People's Freedom Alliance (UPFA) hingga akhir 2005.
564,564,Stasiun kereta api utama ing Madrid ya iku Atocha lan Chamartin. ,Stasiun kereta api utama di Madrid adalah Atocha dan Chamartin. ,Stasiun kereta utama di Madrid adalah Atocha dan Chamartin.
565,565,Kolese punika dipuntindas nalika jaman Revolusi Perancis salajengipun dipuntutup nalika taun 1882. ,Kolese ini ditindas semasa Revolusi Prancis dan akhirnya ditutup pada tahun 1882. ,Perguruan tinggi itu ditindas selama Revolusi Prancis dan akhirnya ditutup pada tahun 1882.
566,566,"Papan plesiran paling misuwur ing Hollywood ya iku Hollywood Walk of Fame, Universal Studios, lan tulisan Hollywood ing Hollywood Hills. ","Obyek pariwisata terkenal di Hollywood di antaranya adalah Hollywood Walk of Fame, Universal Studios, dan tulisan Hollywood di Hollywood Hills. ","Benda -benda wisata terkenal di Hollywood termasuk Hollywood Walk of Fame, Universal Studios, dan Hollywood menulis di Hollywood Hills."
567,567,Diresmikaké ing Gresik nalika tanggal 7 Agustus 1957 déning Présidhèn RI pertama kanti kapasitas terpasang 250.000 ton semèn per taun. ,Diresmikan di Gresik pada tanggal 7 Agustus 1957 oleh Presiden RI pertama dengan kapasitas terpasang 250.000 ton semen per tahun. ,Itu diresmikan di Gresik pada 7 Agustus 1957 oleh presiden Indonesia pertama dengan kapasitas 250.000 ton semen setiap tahun.
568,568,Kakuwasaan paling dhuwur tetep ana ing tangan Kaisar Jepang. ,Kekuasaan tertinggi tetap berada di tangan Kaisar Jepang. ,Kekuatan tertinggi tetap ada di tangan kaisar Jepang.
569,569,Kelompok teater ingkang nembé jumeneng mau bangkrut ing taun 1645. ,Kelompok teater yang baru didirikan tersebut bangkrut pada tahun 1645. ,Grup teater yang baru didirikan bangkrut pada tahun 1645.
570,570,Jeneng landasan mau ya iku 07L/25R dan 07R/25L kang artiné bisa uga dibédakaké minangka landasan lor lan skidul. ,Nama landasan tersebut adalah 07L/25R dan 07R/25L yang berarti bisa juga dibedakan sebagai landasan utara dan selatan. ,Nama yayasan adalah 07L/25R dan 07R/25L yang berarti juga dapat dibedakan sebagai Yayasan Utara dan Selatan.
571,571,"Bursa Saham London (basa Inggris: London Stock Exchange, LSE) iku sawijining bursa saham sing dumunung ing London. ","Bursa Saham London (bahasa Inggris: London Stock Exchange, LSE) adalah sebuah bursa saham yang terletak di London. ","London Stock Exchange (Inggris: London Stock Exchange, LSE) adalah bursa saham yang berlokasi di London."
572,572,Bambu Indah Timur taun 2003 – 2008 ing Jakarta. ,Bambu Indah Timur tahun 2003 – 2008 di Jakarta. ,East Bamboo Bamboo 2003 - 2008 di Jakarta.
573,573,"Ing kesempatan Copa América 2007, Veron diwènèhi kesempatan bali main timnas Argentina. ","Pada kesempatan Copa América 2007, Veron diberi kesempatan kembali untuk dapat memperkuat Argentina. ","Selama acara Copa América 2007, Veron diberi kesempatan untuk memperkuat Argentina."
574,574,"Biaya perawatan sistem punika sawatawis US$750 yuta per taun, kalebet penggantian satelit lama, sarta riset lan pengembangan. ","Biaya perawatan sistem ini sekitar US$750 juta per tahun, termasuk penggantian satelit lama, serta riset dan pengembangan. ","Biaya mempertahankan sistem adalah sekitar US $ 750 juta per tahun, termasuk penggantian satelit lama, serta penelitian dan pengembangan."
575,575,"UNCTAD iku organ utama Majelis Umum PBB sajeroning nangani isu perdagangan, invèstasi lan pambangunan. ","UNCTAD adalah organ utama Majelis Umum PBB dalam menangani isu perdagangan, investasi dan pembangunan. ","UNCTAD adalah organ utama Majelis Umum PBB dalam menangani masalah perdagangan, investasi dan pengembangan."
576,576,"Piyambakipun lajeng tetep ing ajang F3 Euroseries taun 2007 sadèrèngipun minggah dhateng ASM Formule 3 ing pundi Jamie Green, Lewis Hamilton, lan Paul di Resta sadèrèngipun kasil menangaken ajang mau. ","Ia lantas bertahan di F3 Euroseries pada 2007 sebelum akhirnya naik ke ASM Formule 3 di mana Jamie Green, Lewis Hamilton, dan Paul di Resta sebelumnya berhasil memenangi ajang tersebut. ","Dia kemudian selamat dari Euroseri F3 pada tahun 2007 sebelum akhirnya pergi ke Formule 3 di mana Jamie Green, Lewis Hamilton, dan Paul di Resta sebelumnya memenangkan acara tersebut."
577,577,"Ing taun 2004-2008 ana 3 bantuan anyar: Switch the question, ngganti pitakonan amarga tidha-tidha. ","Pada tahun 2004-2008 terdapat 3 pilihan bantuan baru, yaitu: Switch the question, mengganti pertanyaan karena ragu. ","Pada 2004-2008 ada 3 opsi bantuan baru, yaitu: mengubah pertanyaan, mengubah pertanyaan untuk keraguan."
578,578,Mengenal Pahlawan Indonésia. ,Mengenal Pahlawan Indonesia. ,Kenali pahlawan Indonesia.
579,579,"Inkigayo ingkang dipuntingali ing SBS, M! ","Inkigayo yang ditayangkan di SBS, M! ","Inkigayo disiarkan di SBS, M!"
580,580,Impian di Tengah Mangsa (karya William Shakespeare). ,Impian di Tengah Musim (karya William Shakespeare). ,Bermimpi di tengah musim (oleh William Shakespeare).
581,581,Sejumlah 8.956 kursi sing ana ing lantai balkon (lantai 2 lan 3) ya iku kursi tetap sing ora bisa dipindah-pindah. ,Sejumlah 8.956 kursi yang berada di lantai balkon (lantai 2 dan 3) adalah kursi tetap yang tidak bisa dipindah-pindah. ,Sebanyak 8.956 kursi di lantai balkon (lantai 2 dan ke -3) adalah kursi yang tidak dapat ditransfer.
582,582,Mark Twain dilahirké ing taun 1835. ,Mark Twain dilahirkan pada tahun 1835. ,Mark Twain lahir pada tahun 1835.
583,583,"97) Flavius Yosefus melawan Apion utawi Contra Apionem, utawi Melawan tiyang-tiyang Yunani, babagan jaman kuna bangsa Yahudi (l.k. ","97) Flavius Yosefus melawan Apion atau Contra Apionem, atau Melawan orang-orang Yunani, tentang sejarah kuno orang Yahudi (l.k. ","97) Flavius ​​Josephus melawan Apion atau Contra Apionem, atau melawan Yunani, tentang sejarah Yahudi kuno Yahudi (L.K."
584,584,"Parlemèn Jepang, Mahkamah Agung Jepang, Kantor Mahamantri Jepang, lan kantor-kantor kementerian mapan wonten ing kutha Chiyoda. ","Parlemen Jepang, Mahkamah Agung Jepang, Kantor Perdana Menteri Jepang, dan kantor-kantor kementerian berada di kota Chiyoda. ","Parlemen Jepang, Mahkamah Agung Jepang, Kantor Perdana Menteri Jepang, dan Kantor Kementerian berada di kota Chiyoda."
585,585,Bocah-bocah saka golongan kang kuwasa (Spartiate) dilatih dadi militèr. ,Anak-anak dari golongan berkuasa (Spartiate) dilatih menjadi militer. ,Anak -anak dari kelompok Spartate dilatih untuk menjadi tentara.
586,586,Akhir-akir iki Lembu wis nggarap video-video musik lan iklan tivi. ,Beberapa saat ini lembu terlihat sudah mulai menggarap beberapa video musik dan iklan televisi sebagai director. ,"Saat ini, OX terlihat mulai mengerjakan beberapa video musik dan iklan televisi sebagai sutradara."
587,587,"Pertunjukan kapisan opera punika dipunsèlenggarakakèn ing Gran Teatro La Fenice, Venesia ing tanggal 11 Maret 1851. ","Pertunjukan pertama opera ini diselenggarakan di Gran Teatro La Fenice, Venesia pada tanggal 11 Maret 1851. ","Opera pertama diadakan di Gran Teatro La Fenice, Venesia pada 11 Maret 1851."
588,588,"Piyambakipun ngaso nalika taun 1970, lan séda ing taun 1976 nilaraken garwa ingkang taksih 39 taun kaliyan 7 putra. ","Ia beristirahat pada tahun 1970, dan meninggal pada tahun 1976 meninggalkan istri yang masih berusia 39 dan 7 anak. ","Dia beristirahat pada tahun 1970, dan meninggal pada tahun 1976 meninggalkan seorang istri berusia 39 dan 7 tahun."
589,589,"Kajawi mbikak klinik, Romy ugi nyerat buku ingkang irah-irahaipun Hipnoterapi: Quit Smoking! nalika taun 2006. ","Selain membuka klinik, Romy juga menulis buku berjudul Hipnoterapi: Quit Smoking! (2006). ","Selain membuka klinik, Romy juga menulis buku berjudul Hypnotherapy: Quit Smoking! (2006)."
590,590,Perlombaan dimulai ing Lapangan Tiananmen nganti National Olympic Sports Centre stadion Jiang yi.. ,Perlombaan dimulai di Lapangan Tiananmen dan selesai di National Olympic Sports Centre stadion Jiang yi.. ,Perlombaan dimulai di ladang Tiananmen dan selesai di Pusat Olimpiade Nasional Stadion Jiang Yi.
591,591,"Saking US$41,8 miliar utang ingkang rantamanipun dipunbayar, Argentina nyuwun kreditor, punapa dipunpathok dhedhasar kurs arta ingkang kasamekta, inggih punika peso Argentina, dolar AS, euro, utawi yèn. ","Dari US$41,8 miliar utang yang rencananya dibayar, Argentina meminta kreditor, apakah dipatok berdasarkan kurs uang yang tersedia yakni peso Argentina, dolar AS, euro, atau yen. ","Dari hutang US $ 41,8 miliar yang direncanakan akan dibayar, Argentina meminta kreditor, apakah itu dilihat berdasarkan nilai tukar Argentina peso, dolar AS, euro, atau yen."
592,592,Nalika tanggal 20 November 1996 dibangun pabrik urea unit IV (POPKA) kang tujuane kanggo ningkaatke aji tambah kanggo Amoniak sisa (Ammonia excess) lan gas CO2 kang diguwak marang atmosfer guna ngasilaké produk urea granul. ,Pada tanggal 20 November 1996 dibangun pabrik urea unit IV (POPKA) yang bertujuan untuk meningkatkan nilai tambah bagi Amoniak sisa (Ammonia excess) dan gas CO2 yang terbuang ke atmosfer guna menghasilkan produk urea granul. ,Pada 20 November 1996 pabrik Urea Unit IV (POPKA) dibangun untuk meningkatkan nilai tambah amonia (amonia) dan gas CO2 yang terbuang ke atmosfer untuk menghasilkan produk granul urea.
593,593,"Piyambakipun ugi ndhèrèk terjun ing sapérangan kegiyatan milis sastra saha ing sapérangan komunitas, kados ta: ASAS, MnemoniC, Babad Bumi, dan lain-lain. ","Ikut melibatkan diri dalam berbagai milis sastra, dan beberapa komunitas, seperti: ASAS, MnemoniC, Babad Bumi, dan lain-lain. ","Berpartisipasi dalam berbagai daftar surat sastra, dan beberapa komunitas, seperti: prinsip, mnemonik, Babad Earth, dan lainnya."
594,594,Peranan Isabeau wonten ing sajarah Perancis punika ndadosaken piyambakipun dados sasaran péna para sejarawan mapinten-pinten abad . ,Peranan Isabeau di dalam sejarah Prancis menjadikannya sasaran pena para sejarawan selama berabad-abad. ,Peran Isabeau dalam sejarah Prancis telah membuat target sejarawan selama berabad -abad.
595,595,"Piyambakipun ugi gadhah gayutan tresna kaliyan Titan angin, Crius. ","Dia juga memiliki hubungan cinta dengan Titan angin, Crius. ","Dia juga memiliki hubungan cinta dengan angin, Crius."
596,596,Kecepatan pengangkatanipun antawis 10 mèter per menit kanthi total wekdal ingkang dipunbetahaken saperlu ngankat dangunipun antawis 30 menit. ,Kecepatan pengangkatannya sekitar 10 meter per menit dengan total waktu yang diperlukan untuk mengangkat penuh jembatan selama 30 menit. ,Kecepatan janji temu sekitar 10 meter per menit dengan jumlah waktu yang diperlukan untuk sepenuhnya mengangkat jembatan selama 30 menit.
597,597,"Dhèwèké diangkat dadi présidhèn tanggal 19 September 1881, nalika James Garfield mati dina iku, amarga ditémbak. ","Ia diangkat menjadi presiden pada 19 September 1881, ketika James Garfield meninggal dunia hari itu, akibat luka tembak. ","Dia diangkat sebagai presiden pada 19 September 1881, ketika James Garfield meninggal hari itu, karena luka tembak."
598,598,"Roket Qassam-2, ingkang gadhah jangkauan 10–12 km, kawiwitan lan dipuntembakaken ing wewengkon Israèl ing 10 Fèbruari 2002. ","Roket Qassam-2, yang memiliki jangkauan 10-12 km, pertama kali ditembakkan ke wilayah Israel pada 10 Februari 2002. ","Roket Qassam-2, yang memiliki jarak 10-12 km, pertama kali ditembakkan ke provinsi Israel pada 10 Februari 2002."
599,599,"Jennings èsih diwènèhi kapracayan dadi pranata acara dhèwèkan nganti tekan taun 1966 lan diganti déning pranata acara game show, Jim Perry, nganti tekan taun 1990. ","Jennings masih dipercaya menjadi presenter tunggal sampai tahun 1966 dan digantikan dengan presenter game show, Jim Perry, yang mebawakan acara tersebut sampai dengan tahun 1990. ","Jennings masih diyakini sebagai satu -satunya presenter hingga 1966 dan digantikan oleh presenter game Jim Perry, yang mengadakan acara tersebut hingga 1990."
600,600,Dipunkinten Xu Fu mandhap ing Jepang. ,Diperkirakan Xu Fu mendarat di Jepang. ,Diperkirakan bahwa Xu Fu mendarat di Jepang.
601,601,"Nama Polonia asalipun saking nama Nagara asal para pambangunipun, Polen (Polonia minangka nama ""Polen"" wonten ing Basa Latin). ","Nama Polonia berasal dari nama negara asal para pembangunnya, Polandia (Polonia merupakan nama ""Polandia"" dalam Bahasa Latin). ","Nama Polonia berasal dari nama negara pembangun, Polandia (Polonia adalah nama ""Polandia"" dalam bahasa Latin)."
602,602,"Kecelakaan punika menewasaken 67 tiyang penumpang (64 antawisipun saking pesawat Aeromexico) lan 15 tiyang sanèsipun ing darat, manawi pesawat ini tiba menimpa pemukiman penduduk di Cerritos, California. ","Kecelakaan ini menewaskan 67 orang penumpang (64 diantaranya dari pesawat Aeromexico) dan 15 orang lainnya di darat, ketika pesawat ini jatuh menimpa permukiman penduduk di Cerritos, California. ","Kecelakaan itu menewaskan 67 penumpang (64 di antaranya dari Aeromexico) dan 15 lainnya di darat, ketika pesawat jatuh di sebuah pemukiman di Cerritos, California."
603,603,Judhul karyané ya iku RKO 281. ,Judul kerjanya adalah RKO 281. ,Judul karya itu adalah RKO 281.
604,604,"Dhèwèké taun tampil ing sapérangan filem kayat Tamu Agung (1955), Five Deadly Angels (1980), lan Bila Hati Perempuan Menjerit (1981). ","Ia pernah tampil di beberapa film seperti Tamu Agung (1955), Five Deadly Angels (1980), dan Bila Hati Perempuan Menjerit (1981). ","Dia telah muncul di beberapa film seperti The Great Guest (1955), Five Deadly Angels (1980), dan jika Heart of Women Scream (1981)."
605,605,"Nalika taun 1920, nalika piyambakipun mendhat sesinglon Pablo Neruda, piyambakipun sampun nerbitaken kathah puisi, prosa, lan jurnalisme. ","Pada 1920, ketika ia mengambil nama samaran Pablo Neruda, ia sudah banyak menerbitkan puisi, prosa, dan jurnalisme. ","Pada tahun 1920, ketika ia mengambil julukan Pablo Neruda, ia menerbitkan banyak puisi, prosa, dan jurnalisme."
606,606,"Dumugi mangsa palastra taun 2010, jumlah mahasiswanipun inggih punika 39,086 tiyang. ","Hingga musim gugur tahun 2010, jumlah mahasiswanya adalah 39,086 orang. ","Sampai musim gugur 2010, jumlah siswa adalah 39.086."
607,607,"Ing misi iki, Armstrong lan Buzz Aldrin mudhun ing lumahing rembulan lan ngentèkaké 2½ jam njlajahi rembulan, sawetara Michael Collins tetep ing orbit njero Modul Komando. ","Pada misi ini, Armstrong dan Buzz Aldrin turun ke permukaan bulan dan menghabiskan 2½ jam menjelajahi Bulan, sementara Michael Collins tetap di orbit di dalam Modul Komando. ","Dalam misi ini, Armstrong dan Buzz Aldrin turun ke permukaan bulan dan menghabiskan 2½ jam menjelajahi bulan, sementara Michael Collins tetap berada di orbit dalam modul instruksi."
608,608,Pemancar kang didelèlehaké ing Menara Tokyo bisa tekan wilayah Kanto kanthi radius 100 km. ,Pemancar yang diletakkan di Menara Tokyo bisa menjangkau wilayah Kanto hingga radius 100 km. ,Pemancar yang ditempatkan di menara Tokyo dapat mencapai area Kanto hingga radius 100 km.
609,609,Ing taun 1962 dhèwèké anyar-anyaran nulis ngenani fiksi ilmiah. ,Pada tahun 1962 ia baru menulis tentang fiksi ilmiah. ,Pada tahun 1962 ia hanya menulis tentang fiksi ilmiah.
610,610,"Ankara iku kutha krajan Turki wiwit taun 1923, nggantèkaké Konstantinopel utawa Istanbul. ","Ankara adalah ibu kota Turki sejak tahun 1923, menggantikan Konstantinopel atau Istanbul. ","Ankara telah menjadi ibu kota Turki sejak 1923, menggantikan Konstantinopel atau Istanbul."
611,611,"Prevalensi taeniasis T. asiatica ing Sumatra Lor watara 1,9%-20,7%. ","Prevalensi taeniasis T. asiatica di Sumatera Utara berkisar 1,9%-20,7%. ","Taeniasis T. Asiatica Utara Utara Sumatra berkisar dari 1,9%-20,7%."
612,612,"Kawontenan suku Haru-Karo ing Acèh punika dipunakuni déning H. Muhammad Said ing bukunipun ""Acèh Sepanjang Abad"", (1981). ","Keberadaan suku Haru-Karo di Aceh ini diakui oleh H. Muhammad Said dalam bukunya ""Aceh Sepanjang Abad"", (1981). ","Keberadaan suku Haru-karo di Aceh diakui oleh H. Muhammad dalam bukunya ""Aceh sepanjang abad ini"", (1981)."
613,613,"Wal-Mart Stores, Inc. dipasaraké nganggo jeneng Walmart, ya iku perusahaan Amerika Serikat sing nglakokaké jaringan supermarket. ","Wal-Mart Stores, Inc. (NYSE: WMT), dipasarkan dengan nama Walmart, adalah perusahaan Amerika Serikat yang mengoperasikan jaringan department store. ","Wal-Mart Stores, Inc. (NYSE: WMT), yang dipasarkan dengan nama Walmart, adalah perusahaan AS yang mengoperasikan rantai toko."
614,614,Raffles dipundadadosaken satunggiling bangsawan nalika taun 1817. ,Raffles dijadikan seorang bangsawan pada tahun 1817. ,Raffles membuat seorang bangsawan pada tahun 1817.
615,615,"Buenos Aires, lan kemungkinan uga bis-bis sekolah liyané ing Argentina diwènèhi warna kuning tela lan ditulisi escolares. ","Buenos Aires, dan kemungkinan juga bus-bus sekolah lainnya di Argentina diberi warna oranye dan ditulisi ""escolares."" ","Buenos Aires, dan kemungkinan bus sekolah lain di Argentina diberi warna oranye dan tertulis ""Escolares."""
616,616,"Wonten ing Ibrani, kadadosan punika dipunkenal minangka ""Chet ha'Egel"" (חטא העגל) utawi ""Dosa Anak Lembu"". ","Dalam Ibrani, kejadian ini dikenal sebagai ""Chet ha'Egel"" (חטא העגל) atau ""Dosa Anak Lembu"". ","Dalam bahasa Ibrani, kejadian ini dikenal sebagai ""chet ha'egel"" (חטא העגל העגל) atau ""dosa anak sapi""."
